sku,product_name,description,category,subcategory,brand,unit_cost,unit_price,weight_kg,length_cm,width_cm,height_cm,is_hazmat,is_perishable,reorder_point,reorder_qty,lead_time_days,_ingested_at
SKU-00893,Inverse mobile workforce,Stuff suffer open major almost end stand cut during hotel rise.,Furniture,Accept,"Shah,",219.43,290.9,27.89,97.0,36.2,20.9,False,False,151,879,19,2026-04-30T04:36:50.726872
SKU-00894,Optimized neutral projection,Manager whom responsibility anyone government why investment buy sure form wonder carry operation compare stuff.,Apparel,Kind,Stewart,137.28,176.18,8.09,117.4,57.1,10.7,False,False,58,791,5,2026-04-30T04:36:50.726872
SKU-00895,Vision-oriented multimedia application,Nor middle figure support single history story.,Medical,Political,Mack-Smith,111.08,197.51,3.93,47.2,22.0,6.3,False,False,146,82,45,2026-04-30T04:36:50.726872
SKU-00896,Assimilated asynchronous paradigm,Whom understand late mind visit election kid serve.,Automotive,Each,"Parker,",69.9,186.66,40.63,110.8,64.1,37.0,False,False,11,442,6,2026-04-30T04:36:50.726872
SKU-00897,Open-architected web-enabled orchestration,Star player allow page bit blue most watch her attack.,Medical,Discuss,Rodriguez,12.49,41.77,39.42,105.4,47.6,45.2,False,False,167,178,21,2026-04-30T04:36:50.726872
SKU-00898,Monitored explicit capacity,Pm pressure report grow attack beautiful total prevent cultural government feel security official coach officer.,Automotive,At,Edwards,381.38,1297.43,33.86,21.4,27.8,30.2,False,False,64,346,5,2026-04-30T04:36:50.726872
SKU-00899,Secured regional support,Already raise set cause newspaper report quickly would home involve year hold close road officer floor.,Food & Beverage,Third,Shannon,436.02,801.9,14.12,27.8,10.2,8.0,False,False,153,698,7,2026-04-30T04:36:50.726872
SKU-00900,Ameliorated secondary data-warehouse,Partner wind nearly move expert protect present again beyond cultural draw real nothing daughter perhaps.,Office Supplies,Return,Thornton-White,141.45,470.13,34.9,31.6,28.6,8.7,False,False,89,369,29,2026-04-30T04:36:50.726872
SKU-00901,Versatile homogeneous encryption,Cold above business value nice nearly bring development term back like increase game stop image.,Office Supplies,Local,Jones-Taylor,18.79,40.99,28.67,36.6,8.6,60.0,False,False,179,887,33,2026-04-30T04:36:50.726872
SKU-00902,Triple-buffered zero tolerance secured line,Need care almost direction two most work know sound especially group person traditional draw structure.,Food & Beverage,Determine,Smith-Kim,207.26,291.35,9.98,35.2,65.5,46.2,False,False,42,832,10,2026-04-30T04:36:50.726872
SKU-00903,Progressive mission-critical budgetary management,The college service line up her game they ask type example success live else guy reason.,Medical,For,Perez-Kelly,206.79,537.49,39.55,57.3,25.1,14.9,False,False,77,314,40,2026-04-30T04:36:50.726872
SKU-00904,Enhanced heuristic intranet,Win father specific statement mother work follow result pressure way of.,Furniture,Anything,"Rodriguez,",282.88,939.87,26.31,5.4,75.7,16.3,False,False,167,345,6,2026-04-30T04:36:50.726872
SKU-00905,Virtual bi-directional budgetary management,Save live economic discussion ten avoid least expert inside year power art.,Automotive,Job,"Smith,",84.84,289.97,3.63,100.8,6.3,11.7,False,False,69,116,45,2026-04-30T04:36:50.726872
SKU-00906,User-centric demand-driven architecture,Development its reflect concern machine meeting into eat personal second tonight heavy read take since official.,Electronics,Election,Hanson-Blackwell,291.19,591.78,46.28,50.6,11.6,50.5,False,False,164,465,42,2026-04-30T04:36:50.726872
SKU-00907,Devolved even-keeled throughput,Later fund first thing front like most well card court name statement.,Automotive,Degree,Ali,150.53,454.65,8.37,31.0,7.8,56.0,True,False,84,583,26,2026-04-30T04:36:50.726872
SKU-00908,User-centric client-server Local Area Network,Help professor section hope claim upon memory place.,Industrial,Particularly,Benjamin-King,209.55,675.34,18.99,78.1,48.8,32.1,False,False,27,528,1,2026-04-30T04:36:50.726872
SKU-00909,Operative uniform workforce,Well young plan agency range general year light serious.,Food & Beverage,Soldier,"Lopez,",404.34,874.14,5.42,118.6,74.1,28.4,False,False,123,547,15,2026-04-30T04:36:50.726872
SKU-00910,Ergonomic bottom-line utilization,Choice rich week bed some white value reduce cause send a voice your hot give rate.,Office Supplies,Enough,"Davis,",294.75,749.19,15.57,27.7,20.1,59.4,False,False,38,956,5,2026-04-30T04:36:50.726872
SKU-00911,Multi-layered even-keeled architecture,Party five today thousand trouble beat she anything discussion I agreement toward citizen character little.,Furniture,General,"Turner,",199.89,566.26,21.21,11.0,7.7,37.7,False,False,83,350,6,2026-04-30T04:36:50.726872
SKU-00912,Organized optimal system engine,Week growth beyond stock mean research pressure begin challenge school happen modern common music trade.,Office Supplies,Former,Carter-Weber,425.25,851.32,29.64,56.5,22.1,15.5,False,False,154,797,27,2026-04-30T04:36:50.726872
SKU-00913,Innovative leadingedge info-mediaries,Rate model their Mrs decision office surface.,Office Supplies,Off,Thompson-Harper,443.24,927.06,8.17,70.3,13.2,47.0,True,False,69,418,16,2026-04-30T04:36:50.726872
SKU-00914,Streamlined scalable frame,Level themselves degree decide however each system family among light season whose charge.,Electronics,Specific,Young,408.23,796.05,34.77,72.4,18.5,38.3,False,False,108,784,8,2026-04-30T04:36:50.726872
SKU-00915,Total impactful function,Any stay exist though matter number place item your effect present development young alone wall article.,Furniture,Road,Price,430.82,1001.51,41.59,32.1,79.6,14.6,False,False,119,761,10,2026-04-30T04:36:50.726872
SKU-00916,Visionary homogeneous Internet solution,World wife model guy fish authority seek mouth former.,Medical,Power,Hernandez-Jacobson,123.96,355.11,7.7,110.6,64.5,49.1,False,False,106,928,22,2026-04-30T04:36:50.726872
SKU-00917,Multi-channeled asynchronous task-force,Plant memory money bag him word increase analysis.,Food & Beverage,Receive,White,436.43,1366.06,7.76,60.1,65.9,34.1,False,False,30,997,16,2026-04-30T04:36:50.726872
SKU-00918,Adaptive explicit instruction set,Adult billion energy process current stop person training rest through care fine authority agency home man.,Food & Beverage,Off,Flores-Ruiz,124.16,376.18,44.74,60.4,50.7,27.5,False,True,103,622,42,2026-04-30T04:36:50.726872
SKU-00919,Face-to-face client-server archive,Glass themselves treat event to similar occur get sea suggest add baby attack.,Food & Beverage,Wish,Mcdaniel,46.92,145.72,23.18,19.4,71.1,9.0,False,True,188,880,38,2026-04-30T04:36:50.726872
SKU-00920,Seamless multi-state hub,College product agent get us air international.,Food & Beverage,Light,King,251.45,843.0,18.61,35.2,27.7,14.1,False,False,124,65,7,2026-04-30T04:36:50.726872
SKU-00921,Focused directional protocol,Simply matter ball lawyer set ground save at none son.,Office Supplies,Old,"Martin,",422.49,870.92,0.34,105.5,49.9,15.8,False,False,35,791,35,2026-04-30T04:36:50.726872
SKU-00922,Diverse 24hour toolset,Medical public nature ground president answer only yourself government.,Automotive,Bring,Salas-Kelley,443.53,1506.21,29.2,22.4,29.2,37.1,False,True,16,686,12,2026-04-30T04:36:50.726872
SKU-00923,Decentralized cohesive instruction set,Involve free animal foreign arm say would career seek outside discuss over draw east who seek.,Electronics,History,Harmon,176.16,223.01,33.37,95.1,64.7,8.4,False,True,93,484,5,2026-04-30T04:36:50.726872
SKU-00924,Pre-emptive eco-centric policy,Sport small dream discover whether fast serve use win quickly discussion politics great.,Furniture,Develop,"Silva,",187.75,428.87,28.14,95.6,77.6,45.3,False,False,32,925,15,2026-04-30T04:36:50.726872
SKU-00925,Realigned web-enabled help-desk,Affect different ago improve effort benefit news pretty stop opportunity another floor after window senior.,Sporting Goods,Expert,"Dixon,",2.04,4.9,32.79,27.2,69.0,40.6,False,False,23,832,44,2026-04-30T04:36:50.726872
SKU-00926,Reduced 4thgeneration functionalities,News treat level color arrive appear education either occur.,Sporting Goods,Each,"Rodriguez,",309.44,980.48,23.96,27.6,74.9,6.3,False,False,41,555,44,2026-04-30T04:36:50.726872
SKU-00927,Function-based transitional access,Customer eight house quickly mean everyone way.,Medical,Individual,Craig-Tucker,400.2,1354.5,12.33,119.1,69.2,56.4,False,False,27,670,9,2026-04-30T04:36:50.726872
SKU-00928,Expanded mission-critical frame,Out if watch kind despite her around factor think like billion.,Hardware,According,"Garcia,",58.21,173.89,26.56,20.7,15.5,25.8,False,False,111,891,19,2026-04-30T04:36:50.726872
SKU-00929,Right-sized demand-driven middleware,Green tax so question one example fill ok similar.,Automotive,But,Smith-Foster,56.02,77.98,31.52,117.1,21.8,3.7,False,False,39,756,41,2026-04-30T04:36:50.726872
SKU-00930,Vision-oriented tertiary groupware,Window health ready issue night water very describe scientist interview hundred model least change.,Food & Beverage,They,"Tran,",197.21,434.46,9.54,110.0,50.7,5.8,False,False,13,906,16,2026-04-30T04:36:50.726872
SKU-00931,Networked encompassing complexity,Stop water discover party activity what several group outside career recently support among president word could.,Furniture,Plan,"Copeland,",67.58,185.81,35.68,89.4,54.4,58.7,False,False,48,956,41,2026-04-30T04:36:50.726872
SKU-00932,Assimilated background artificial intelligence,People own structure fight within evening majority public pressure task already.,Medical,Sort,"Cisneros,",362.56,1196.77,8.82,107.1,23.0,35.8,False,False,92,915,11,2026-04-30T04:36:50.726872
SKU-00933,Persevering national architecture,Financial statement hope team offer watch do his sister all customer reach again like training husband.,Office Supplies,Well,"Carpenter,",421.42,702.2,30.78,92.6,24.4,41.7,False,False,171,489,35,2026-04-30T04:36:50.726872
SKU-00934,User-friendly 3rdgeneration frame,Relationship market this investment police three all talk.,Hardware,Which,Trujillo,196.6,631.53,44.2,13.6,63.7,14.9,False,False,164,774,34,2026-04-30T04:36:50.726872
SKU-00935,Profit-focused stable utilization,Lead law attention rest well office beyond floor leg discuss easy shake budget enough.,Sporting Goods,Town,Gonzales-Peters,12.5,29.68,4.35,43.4,57.7,36.4,False,False,173,981,25,2026-04-30T04:36:50.726872
SKU-00936,Universal intangible knowledge user,Wait his speak reason near at why subject.,Apparel,Peace,Martin,314.82,946.03,26.58,111.8,8.9,55.5,False,False,14,780,18,2026-04-30T04:36:50.726872
SKU-00937,Virtual next generation process improvement,Meeting treatment clearly officer purpose ask these ago morning beyond receive quality night friend happy.,Food & Beverage,Make,"Perez,",429.61,989.36,5.9,25.5,59.3,25.0,False,False,58,381,33,2026-04-30T04:36:50.726872
SKU-00938,Persevering intangible database,Morning happy idea management manage but seem strong effort.,Sporting Goods,See,Nelson,134.69,409.68,8.84,41.7,54.3,36.2,False,False,68,788,30,2026-04-30T04:36:50.726872
SKU-00939,Adaptive 24hour approach,Already know improve chance similar yet anything institution why American shoulder.,Furniture,Policy,Moore-Jenkins,436.62,737.9,41.55,117.3,69.0,20.3,False,False,174,885,10,2026-04-30T04:36:50.726872
SKU-00940,User-centric cohesive conglomeration,Me together see figure law deal environment yet represent office scientist chance tell boy system.,Medical,Wide,"Castillo,",115.8,214.95,4.36,12.4,55.7,59.3,False,False,65,777,34,2026-04-30T04:36:50.726872
SKU-00941,Self-enabling fresh-thinking focus group,Run hand top left night without project risk western machine at art red could.,Office Supplies,People,"Dominguez,",192.42,410.65,32.68,104.2,12.8,11.3,False,False,51,260,14,2026-04-30T04:36:50.726872
SKU-00942,Centralized intermediate solution,Least next crime husband should blood face difference after article under go west arrive.,Electronics,Finally,Harris,15.24,37.67,18.14,115.0,7.4,57.0,False,False,52,693,17,2026-04-30T04:36:50.726872
SKU-00943,Open-source systemic infrastructure,Let challenge simply a book choose language year same light keep defense whatever act.,Sporting Goods,Tv,White-Horton,447.41,699.51,23.37,115.6,67.9,11.9,False,False,184,783,34,2026-04-30T04:36:50.726872
SKU-00944,Diverse non-volatile success,True reach decision natural beyond training imagine huge usually collection this alone scene find week how.,Hardware,Each,"Jones,",236.86,387.61,22.12,87.4,78.6,46.2,False,False,57,52,31,2026-04-30T04:36:50.726872
SKU-00945,Future-proofed mission-critical capacity,Industry step himself level through citizen president radio job again really blue.,Hardware,See,"Bell,",61.48,162.22,42.26,68.3,15.3,29.3,False,True,184,783,11,2026-04-30T04:36:50.726872
SKU-00946,Cloned disintermediate extranet,Reduce that likely behavior career society public.,Automotive,Team,"Reynolds,",221.29,656.03,10.55,50.5,10.0,38.2,False,False,33,750,2,2026-04-30T04:36:50.726872
SKU-00947,Inverse executive projection,Food save condition church will box television.,Office Supplies,Other,Walker-Walker,9.72,31.5,1.71,18.2,27.8,33.2,False,False,119,948,12,2026-04-30T04:36:50.726872
SKU-00948,Down-sized motivating synergy,Tree letter program hand threat dream whom allow four difference break her southern.,Electronics,Tough,"Todd,",94.78,121.22,20.98,119.5,15.1,16.0,False,False,145,286,1,2026-04-30T04:36:50.726872
SKU-00949,Implemented heuristic groupware,Card book budget key year girl half marriage hair whatever performance health.,Food & Beverage,Or,Schmidt-Preston,317.87,876.29,34.17,105.9,53.0,13.5,False,False,157,167,28,2026-04-30T04:36:50.726872
SKU-00950,Future-proofed explicit array,Significant gas purpose old surface recognize operation pretty usually.,Apparel,Friend,"Sanders,",345.73,1092.92,28.06,104.4,13.4,26.1,False,False,119,676,25,2026-04-30T04:36:50.726872
SKU-00951,Intuitive intermediate algorithm,Him cost program as beautiful song week.,Medical,Turn,Neal-Cox,376.51,1086.41,15.35,33.6,69.4,16.7,False,False,14,448,7,2026-04-30T04:36:50.726872
SKU-00952,Reduced dedicated leverage,Economy free at without lawyer cup she economy test morning after at year institution city.,Industrial,Decade,Butler-Davis,197.0,503.46,0.31,83.9,26.6,47.7,False,True,94,796,42,2026-04-30T04:36:50.726872
SKU-00953,Grass-roots systemic implementation,Floor voice source it friend character center suggest.,Automotive,Street,Leach-Ayala,44.1,84.83,29.05,52.5,57.0,31.9,False,False,40,417,1,2026-04-30T04:36:50.726872
SKU-00954,Balanced user-facing service-desk,Believe writer blue month board old kind past movement analysis style over whose economy language.,Electronics,Street,Spencer-Duran,144.06,392.12,48.22,51.9,48.0,42.9,False,False,59,175,22,2026-04-30T04:36:50.726872
SKU-00955,Stand-alone upward-trending superstructure,Special thus middle maintain unit economic road miss adult.,Office Supplies,Myself,"Drake,",376.65,786.47,34.94,85.1,15.0,48.0,False,True,138,907,36,2026-04-30T04:36:50.726872
SKU-00956,Streamlined multimedia analyzer,Building administration describe Republican agent yes need scientist reason throw fund wonder report game political.,Medical,Service,"Reynolds,",88.11,238.59,31.83,32.0,74.1,44.9,False,False,88,558,26,2026-04-30T04:36:50.726872
