perf_id,supplier_id,period_month,period_year,total_pos,on_time_deliveries,on_time_rate,fill_rate,defect_rate,avg_lead_days,score,_ingested_at
SPERF-00002119,SUP-0071,7,2024,77,69,0.904,0.976,0.0136,54,91.92,2026-04-30T04:36:50.726872
SPERF-00002120,SUP-0071,8,2024,46,45,0.984,0.819,0.0158,51,89.08,2026-04-30T04:36:50.726872
SPERF-00002121,SUP-0071,9,2024,31,27,0.884,0.9,0.0241,10,85.84,2026-04-30T04:36:50.726872
SPERF-00002122,SUP-0071,10,2024,16,13,0.827,0.945,0.0075,6,89.28,2026-04-30T04:36:50.726872
SPERF-00002123,SUP-0071,11,2024,63,59,0.95,0.81,0.0137,39,87.92,2026-04-30T04:36:50.726872
SPERF-00002124,SUP-0071,12,2024,67,54,0.819,0.866,0.005,55,86.82,2026-04-30T04:36:50.726872
SPERF-00002125,SUP-0071,1,2025,40,31,0.789,0.977,0.0011,36,90.48,2026-04-30T04:36:50.726872
SPERF-00002126,SUP-0071,2,2025,74,56,0.759,0.802,0.0428,48,72.73,2026-04-30T04:36:50.726872
SPERF-00002127,SUP-0071,3,2025,68,55,0.821,0.825,0.0393,57,76.89,2026-04-30T04:36:50.726872
SPERF-00002128,SUP-0071,4,2025,68,50,0.746,0.822,0.03,6,76.11,2026-04-30T04:36:50.726872
SPERF-00002129,SUP-0071,5,2025,54,49,0.916,0.86,0.0372,14,82.44,2026-04-30T04:36:50.726872
SPERF-00002130,SUP-0071,6,2025,50,42,0.851,0.925,0.0012,34,91.11,2026-04-30T04:36:50.726872
SPERF-00002131,SUP-0072,1,2023,57,46,0.816,0.866,0.0279,9,80.97,2026-04-30T04:36:50.726872
SPERF-00002132,SUP-0072,2,2023,43,41,0.971,0.801,0.0145,57,88.25,2026-04-30T04:36:50.726872
SPERF-00002133,SUP-0072,3,2023,9,8,0.959,0.845,0.0146,51,89.28,2026-04-30T04:36:50.726872
SPERF-00002134,SUP-0072,4,2023,70,56,0.808,0.953,0.0051,21,89.4,2026-04-30T04:36:50.726872
SPERF-00002135,SUP-0072,5,2023,40,30,0.757,0.843,0.0428,9,74.08,2026-04-30T04:36:50.726872
SPERF-00002136,SUP-0072,6,2023,75,66,0.886,0.845,0.0345,27,81.39,2026-04-30T04:36:50.726872
SPERF-00002137,SUP-0072,7,2023,24,19,0.801,0.988,0.0346,18,82.97,2026-04-30T04:36:50.726872
SPERF-00002138,SUP-0072,8,2023,43,32,0.752,0.863,0.0244,53,79.19,2026-04-30T04:36:50.726872
SPERF-00002139,SUP-0072,9,2023,53,37,0.716,0.932,0.039,7,76.51,2026-04-30T04:36:50.726872
SPERF-00002140,SUP-0072,10,2023,13,12,0.984,0.929,0.0275,3,90.0,2026-04-30T04:36:50.726872
SPERF-00002141,SUP-0072,11,2023,57,41,0.727,0.937,0.0029,23,86.15,2026-04-30T04:36:50.726872
SPERF-00002142,SUP-0072,12,2023,11,8,0.784,0.986,0.0325,46,82.75,2026-04-30T04:36:50.726872
SPERF-00002143,SUP-0072,1,2024,33,26,0.802,0.892,0.028,16,81.3,2026-04-30T04:36:50.726872
SPERF-00002144,SUP-0072,2,2024,33,23,0.72,0.923,0.037,6,76.85,2026-04-30T04:36:50.726872
SPERF-00002145,SUP-0072,3,2024,70,51,0.733,0.844,0.0264,19,77.26,2026-04-30T04:36:50.726872
SPERF-00002146,SUP-0072,4,2024,57,41,0.731,0.827,0.0311,45,75.41,2026-04-30T04:36:50.726872
SPERF-00002147,SUP-0072,5,2024,21,20,0.969,0.987,0.0021,23,97.78,2026-04-30T04:36:50.726872
SPERF-00002148,SUP-0072,6,2024,31,24,0.786,0.984,0.0072,31,89.08,2026-04-30T04:36:50.726872
SPERF-00002149,SUP-0072,7,2024,70,51,0.733,0.879,0.0435,60,74.21,2026-04-30T04:36:50.726872
SPERF-00002150,SUP-0072,8,2024,53,39,0.753,0.979,0.0186,23,84.74,2026-04-30T04:36:50.726872
SPERF-00002151,SUP-0072,9,2024,58,57,0.986,0.916,0.0295,15,89.12,2026-04-30T04:36:50.726872
SPERF-00002152,SUP-0072,10,2024,12,8,0.739,0.859,0.0494,3,72.28,2026-04-30T04:36:50.726872
SPERF-00002153,SUP-0072,11,2024,23,17,0.775,0.942,0.0499,11,76.5,2026-04-30T04:36:50.726872
SPERF-00002154,SUP-0072,12,2024,76,70,0.926,0.901,0.0321,15,85.55,2026-04-30T04:36:50.726872
SPERF-00002155,SUP-0072,1,2025,79,68,0.867,0.832,0.0431,7,78.02,2026-04-30T04:36:50.726872
SPERF-00002156,SUP-0072,2,2025,57,52,0.918,0.874,0.0382,49,82.76,2026-04-30T04:36:50.726872
SPERF-00002157,SUP-0072,3,2025,22,19,0.899,0.963,0.0481,39,82.64,2026-04-30T04:36:50.726872
SPERF-00002158,SUP-0072,4,2025,22,21,0.98,0.974,0.0319,33,90.31,2026-04-30T04:36:50.726872
SPERF-00002159,SUP-0072,5,2025,62,45,0.726,0.805,0.0055,24,80.84,2026-04-30T04:36:50.726872
SPERF-00002160,SUP-0072,6,2025,53,45,0.851,0.91,0.0393,25,81.06,2026-04-30T04:36:50.726872
SPERF-00002161,SUP-0073,1,2023,29,28,0.975,0.855,0.0453,8,82.6,2026-04-30T04:36:50.726872
SPERF-00002162,SUP-0073,2,2023,57,41,0.736,0.908,0.0229,51,80.5,2026-04-30T04:36:50.726872
SPERF-00002163,SUP-0073,3,2023,47,43,0.935,0.836,0.0013,52,91.33,2026-04-30T04:36:50.726872
SPERF-00002164,SUP-0073,4,2023,55,45,0.829,0.964,0.0037,59,90.98,2026-04-30T04:36:50.726872
SPERF-00002165,SUP-0073,5,2023,15,12,0.866,0.808,0.0388,39,78.22,2026-04-30T04:36:50.726872
SPERF-00002166,SUP-0073,6,2023,40,37,0.929,0.936,0.031,56,87.17,2026-04-30T04:36:50.726872
SPERF-00002167,SUP-0073,7,2023,33,32,0.98,0.951,0.0458,18,86.03,2026-04-30T04:36:50.726872
SPERF-00002168,SUP-0073,8,2023,77,68,0.895,0.959,0.0163,31,90.29,2026-04-30T04:36:50.726872
SPERF-00002169,SUP-0073,9,2023,47,39,0.847,0.973,0.0371,50,83.66,2026-04-30T04:36:50.726872
SPERF-00002170,SUP-0073,10,2023,57,56,0.985,0.811,0.0342,37,84.23,2026-04-30T04:36:50.726872
SPERF-00002171,SUP-0073,11,2023,48,42,0.888,0.929,0.0021,7,92.51,2026-04-30T04:36:50.726872
SPERF-00002172,SUP-0073,12,2023,68,64,0.953,0.837,0.0334,21,84.06,2026-04-30T04:36:50.726872
SPERF-00002173,SUP-0073,1,2024,25,22,0.903,0.924,0.0395,12,83.59,2026-04-30T04:36:50.726872
SPERF-00002174,SUP-0073,2,2024,26,20,0.796,0.934,0.0053,51,88.2,2026-04-30T04:36:50.726872
SPERF-00002175,SUP-0073,3,2024,69,60,0.871,0.977,0.0094,47,91.69,2026-04-30T04:36:50.726872
SPERF-00002176,SUP-0073,4,2024,35,28,0.816,0.989,0.0292,12,84.95,2026-04-30T04:36:50.726872
SPERF-00002177,SUP-0073,5,2024,23,21,0.935,0.895,0.0337,30,85.3,2026-04-30T04:36:50.726872
SPERF-00002178,SUP-0073,6,2024,27,26,0.967,0.912,0.0089,19,93.38,2026-04-30T04:36:50.726872
SPERF-00002179,SUP-0073,7,2024,47,44,0.952,0.913,0.0335,17,86.66,2026-04-30T04:36:50.726872
SPERF-00002180,SUP-0073,8,2024,26,22,0.853,0.803,0.0024,15,86.62,2026-04-30T04:36:50.726872
SPERF-00002181,SUP-0073,9,2024,35,26,0.746,0.882,0.0261,50,79.19,2026-04-30T04:36:50.726872
SPERF-00002182,SUP-0073,10,2024,76,57,0.755,0.944,0.0121,14,85.22,2026-04-30T04:36:50.726872
SPERF-00002183,SUP-0073,11,2024,37,33,0.911,0.929,0.0162,33,89.91,2026-04-30T04:36:50.726872
SPERF-00002184,SUP-0073,12,2024,53,42,0.801,0.915,0.0078,35,87.11,2026-04-30T04:36:50.726872
SPERF-00002185,SUP-0073,1,2025,23,22,0.963,0.814,0.0233,45,86.18,2026-04-30T04:36:50.726872
SPERF-00002186,SUP-0073,2,2025,71,51,0.731,0.97,0.0397,18,78.27,2026-04-30T04:36:50.726872
SPERF-00002187,SUP-0073,3,2025,20,18,0.948,0.98,0.0424,31,86.62,2026-04-30T04:36:50.726872
SPERF-00002188,SUP-0073,4,2025,73,56,0.78,0.888,0.0117,43,84.36,2026-04-30T04:36:50.726872
SPERF-00002189,SUP-0073,5,2025,56,54,0.977,0.983,0.0142,37,94.94,2026-04-30T04:36:50.726872
SPERF-00002190,SUP-0073,6,2025,52,39,0.762,0.944,0.0352,6,79.72,2026-04-30T04:36:50.726872
SPERF-00002191,SUP-0074,1,2023,7,6,0.938,0.957,0.0083,32,93.94,2026-04-30T04:36:50.726872
SPERF-00002192,SUP-0074,2,2023,55,38,0.708,0.835,0.0378,31,73.09,2026-04-30T04:36:50.726872
SPERF-00002193,SUP-0074,3,2023,46,42,0.926,0.81,0.0403,32,80.31,2026-04-30T04:36:50.726872
SPERF-00002194,SUP-0074,4,2023,63,61,0.97,0.979,0.0414,56,87.72,2026-04-30T04:36:50.726872
SPERF-00002195,SUP-0074,5,2023,61,54,0.9,0.945,0.0272,44,87.27,2026-04-30T04:36:50.726872
SPERF-00002196,SUP-0074,6,2023,59,54,0.927,0.857,0.0308,16,84.38,2026-04-30T04:36:50.726872
SPERF-00002197,SUP-0074,7,2023,75,62,0.835,0.893,0.0446,46,78.5,2026-04-30T04:36:50.726872
SPERF-00002198,SUP-0074,8,2023,31,27,0.898,0.81,0.0062,22,87.72,2026-04-30T04:36:50.726872
SPERF-00002199,SUP-0074,9,2023,37,31,0.845,0.856,0.0198,53,83.81,2026-04-30T04:36:50.726872
SPERF-00002200,SUP-0074,10,2023,13,11,0.865,0.878,0.0207,14,85.16,2026-04-30T04:36:50.726872
SPERF-00002201,SUP-0074,11,2023,30,26,0.898,0.901,0.0036,35,91.55,2026-04-30T04:36:50.726872
SPERF-00002202,SUP-0074,12,2023,21,20,0.979,0.901,0.0491,20,83.42,2026-04-30T04:36:50.726872
SPERF-00002203,SUP-0074,1,2024,45,37,0.837,0.941,0.0241,27,85.39,2026-04-30T04:36:50.726872
SPERF-00002204,SUP-0074,2,2024,32,27,0.869,0.916,0.0447,30,80.64,2026-04-30T04:36:50.726872
SPERF-00002205,SUP-0074,3,2024,21,19,0.907,0.983,0.0432,13,84.89,2026-04-30T04:36:50.726872
SPERF-00002206,SUP-0074,4,2024,36,32,0.896,0.884,0.024,39,85.78,2026-04-30T04:36:50.726872
SPERF-00002207,SUP-0074,5,2024,32,30,0.961,0.971,0.0045,47,96.3,2026-04-30T04:36:50.726872
SPERF-00002208,SUP-0074,6,2024,78,61,0.789,0.928,0.0342,41,80.49,2026-04-30T04:36:50.726872
SPERF-00002209,SUP-0074,7,2024,35,30,0.878,0.855,0.0455,55,78.67,2026-04-30T04:36:50.726872
SPERF-00002210,SUP-0074,8,2024,18,17,0.98,0.831,0.0386,50,83.63,2026-04-30T04:36:50.726872
SPERF-00002211,SUP-0074,9,2024,59,54,0.925,0.942,0.0217,26,89.55,2026-04-30T04:36:50.726872
SPERF-00002212,SUP-0074,10,2024,14,13,0.96,0.926,0.0108,36,93.11,2026-04-30T04:36:50.726872
SPERF-00002213,SUP-0074,11,2024,55,49,0.909,0.9,0.0243,28,86.78,2026-04-30T04:36:50.726872
SPERF-00002214,SUP-0074,12,2024,6,4,0.787,0.955,0.0396,30,80.0,2026-04-30T04:36:50.726872
SPERF-00002215,SUP-0074,1,2025,5,4,0.962,0.88,0.0397,54,84.36,2026-04-30T04:36:50.726872
SPERF-00002216,SUP-0074,2,2025,9,8,0.954,0.879,0.041,14,83.67,2026-04-30T04:36:50.726872
SPERF-00002217,SUP-0074,3,2025,32,31,0.982,0.948,0.0388,8,87.76,2026-04-30T04:36:50.726872
SPERF-00002218,SUP-0074,4,2025,45,43,0.973,0.952,0.0354,25,88.39,2026-04-30T04:36:50.726872
SPERF-00002219,SUP-0074,5,2025,5,4,0.865,0.853,0.0389,46,79.73,2026-04-30T04:36:50.726872
SPERF-00002220,SUP-0074,6,2025,65,46,0.715,0.854,0.0257,42,77.06,2026-04-30T04:36:50.726872
SPERF-00002221,SUP-0075,1,2023,12,8,0.738,0.841,0.0036,40,83.05,2026-04-30T04:36:50.726872
SPERF-00002222,SUP-0075,2,2023,19,15,0.796,0.864,0.0076,40,85.18,2026-04-30T04:36:50.726872
SPERF-00002223,SUP-0075,3,2023,77,63,0.827,0.825,0.0379,5,77.48,2026-04-30T04:36:50.726872
SPERF-00002224,SUP-0075,4,2023,25,21,0.852,0.833,0.0207,11,83.06,2026-04-30T04:36:50.726872
SPERF-00002225,SUP-0075,5,2023,36,28,0.793,0.918,0.0168,35,84.65,2026-04-30T04:36:50.726872
SPERF-00002226,SUP-0075,6,2023,18,16,0.899,0.899,0.0322,56,84.38,2026-04-30T04:36:50.726872
SPERF-00002227,SUP-0075,7,2023,54,40,0.741,0.824,0.0228,36,77.78,2026-04-30T04:36:50.726872
SPERF-00002228,SUP-0075,8,2023,32,30,0.943,0.921,0.0441,7,83.93,2026-04-30T04:36:50.726872
SPERF-00002229,SUP-0075,9,2023,25,20,0.803,0.845,0.0217,38,81.27,2026-04-30T04:36:50.726872
SPERF-00002230,SUP-0075,10,2023,14,13,0.961,0.988,0.043,23,87.27,2026-04-30T04:36:50.726872
SPERF-00002231,SUP-0075,11,2023,72,52,0.736,0.979,0.028,4,81.7,2026-04-30T04:36:50.726872
SPERF-00002232,SUP-0075,12,2023,14,13,0.937,0.871,0.0116,49,90.06,2026-04-30T04:36:50.726872
SPERF-00002233,SUP-0075,1,2024,17,15,0.894,0.862,0.0293,6,83.6,2026-04-30T04:36:50.726872
SPERF-00002234,SUP-0075,2,2024,78,68,0.879,0.989,0.0031,18,94.0,2026-04-30T04:36:50.726872
SPERF-00002235,SUP-0075,3,2024,38,31,0.822,0.821,0.0474,60,74.77,2026-04-30T04:36:50.726872
SPERF-00002236,SUP-0075,4,2024,46,40,0.871,0.961,0.0466,12,81.82,2026-04-30T04:36:50.726872
SPERF-00002237,SUP-0075,5,2024,51,40,0.794,0.873,0.0382,44,77.77,2026-04-30T04:36:50.726872
SPERF-00002238,SUP-0075,6,2024,31,25,0.813,0.9,0.0083,54,86.94,2026-04-30T04:36:50.726872
SPERF-00002239,SUP-0075,7,2024,36,30,0.843,0.978,0.0286,16,85.8,2026-04-30T04:36:50.726872
SPERF-00002240,SUP-0075,8,2024,44,43,0.985,0.845,0.0223,17,88.4,2026-04-30T04:36:50.726872
SPERF-00002241,SUP-0075,9,2024,62,52,0.852,0.978,0.0056,17,91.91,2026-04-30T04:36:50.726872
SPERF-00002242,SUP-0075,10,2024,27,24,0.912,0.87,0.0083,46,89.86,2026-04-30T04:36:50.726872
SPERF-00002243,SUP-0075,11,2024,55,42,0.778,0.923,0.0484,11,76.33,2026-04-30T04:36:50.726872
SPERF-00002244,SUP-0075,12,2024,29,22,0.779,0.867,0.0438,34,75.55,2026-04-30T04:36:50.726872
SPERF-00002245,SUP-0075,1,2025,39,37,0.949,0.959,0.0328,18,88.33,2026-04-30T04:36:50.726872
SPERF-00002246,SUP-0075,2,2025,62,48,0.789,0.908,0.0354,8,79.49,2026-04-30T04:36:50.726872
SPERF-00002247,SUP-0075,3,2025,22,19,0.88,0.859,0.036,33,81.27,2026-04-30T04:36:50.726872
SPERF-00002248,SUP-0075,4,2025,66,50,0.77,0.936,0.0037,24,87.64,2026-04-30T04:36:50.726872
SPERF-00002249,SUP-0075,5,2025,39,34,0.887,0.842,0.0287,11,82.78,2026-04-30T04:36:50.726872
SPERF-00002250,SUP-0075,6,2025,12,9,0.772,0.951,0.0427,12,78.49,2026-04-30T04:36:50.726872
SPERF-00002251,SUP-0076,1,2023,59,48,0.828,0.966,0.0366,12,82.78,2026-04-30T04:36:50.726872
SPERF-00002252,SUP-0076,2,2023,44,42,0.968,0.97,0.0448,55,86.47,2026-04-30T04:36:50.726872
SPERF-00002253,SUP-0076,3,2023,48,46,0.966,0.961,0.0221,16,91.75,2026-04-30T04:36:50.726872
SPERF-00002254,SUP-0076,4,2023,5,4,0.961,0.97,0.0045,48,96.26,2026-04-30T04:36:50.726872
SPERF-00002255,SUP-0076,5,2023,78,63,0.809,0.826,0.0383,15,76.69,2026-04-30T04:36:50.726872
SPERF-00002256,SUP-0076,6,2023,21,14,0.706,0.986,0.0268,12,81.05,2026-04-30T04:36:50.726872
SPERF-00002257,SUP-0076,7,2023,14,12,0.888,0.973,0.0264,11,87.97,2026-04-30T04:36:50.726872
SPERF-00002258,SUP-0076,8,2023,14,11,0.802,0.817,0.0357,56,76.75,2026-04-30T04:36:50.726872
SPERF-00002259,SUP-0076,9,2023,14,11,0.818,0.825,0.0434,26,75.75,2026-04-30T04:36:50.726872
SPERF-00002260,SUP-0076,10,2023,75,71,0.953,0.897,0.011,3,91.77,2026-04-30T04:36:50.726872
SPERF-00002261,SUP-0076,11,2023,16,12,0.795,0.961,0.0494,33,78.09,2026-04-30T04:36:50.726872
SPERF-00002262,SUP-0076,12,2023,22,16,0.744,0.975,0.0346,18,80.23,2026-04-30T04:36:50.726872
SPERF-00002263,SUP-0076,1,2024,67,48,0.723,0.935,0.0107,44,83.97,2026-04-30T04:36:50.726872
SPERF-00002264,SUP-0076,2,2024,74,59,0.799,0.814,0.0318,48,77.5,2026-04-30T04:36:50.726872
SPERF-00002265,SUP-0076,3,2024,18,16,0.892,0.985,0.0322,42,87.11,2026-04-30T04:36:50.726872
SPERF-00002266,SUP-0076,4,2024,14,12,0.915,0.979,0.0209,6,90.64,2026-04-30T04:36:50.726872
SPERF-00002267,SUP-0076,5,2024,75,53,0.713,0.983,0.0499,17,75.45,2026-04-30T04:36:50.726872
SPERF-00002268,SUP-0076,6,2024,33,32,0.974,0.914,0.0011,54,95.68,2026-04-30T04:36:50.726872
SPERF-00002269,SUP-0076,7,2024,69,62,0.901,0.801,0.02,43,84.08,2026-04-30T04:36:50.726872
SPERF-00002270,SUP-0076,8,2024,13,11,0.92,0.8,0.037,45,80.55,2026-04-30T04:36:50.726872
SPERF-00002271,SUP-0076,9,2024,33,24,0.748,0.85,0.0229,16,78.95,2026-04-30T04:36:50.726872
SPERF-00002272,SUP-0076,10,2024,38,36,0.97,0.957,0.0244,11,91.19,2026-04-30T04:36:50.726872
SPERF-00002273,SUP-0076,11,2024,15,10,0.715,0.842,0.0126,37,79.92,2026-04-30T04:36:50.726872
SPERF-00002274,SUP-0076,12,2024,45,34,0.756,0.896,0.0128,55,83.4,2026-04-30T04:36:50.726872
SPERF-00002275,SUP-0076,1,2025,6,5,0.837,0.836,0.035,35,78.99,2026-04-30T04:36:50.726872
SPERF-00002276,SUP-0076,2,2025,47,42,0.896,0.844,0.0326,56,82.23,2026-04-30T04:36:50.726872
SPERF-00002277,SUP-0076,3,2025,10,7,0.718,0.936,0.0336,45,78.08,2026-04-30T04:36:50.726872
SPERF-00002278,SUP-0076,4,2025,15,13,0.922,0.838,0.0235,15,85.34,2026-04-30T04:36:50.726872
SPERF-00002279,SUP-0076,5,2025,9,6,0.745,0.821,0.0086,36,81.38,2026-04-30T04:36:50.726872
SPERF-00002280,SUP-0076,6,2025,39,28,0.726,0.848,0.0146,17,80.07,2026-04-30T04:36:50.726872
SPERF-00002281,SUP-0077,1,2023,32,22,0.716,0.908,0.0383,53,75.84,2026-04-30T04:36:50.726872
SPERF-00002282,SUP-0077,2,2023,39,34,0.876,0.858,0.0454,37,78.72,2026-04-30T04:36:50.726872
SPERF-00002283,SUP-0077,3,2023,38,37,0.986,0.826,0.0176,4,88.95,2026-04-30T04:36:50.726872
SPERF-00002284,SUP-0077,4,2023,71,67,0.951,0.869,0.0397,18,83.53,2026-04-30T04:36:50.726872
SPERF-00002285,SUP-0077,5,2023,19,13,0.714,0.873,0.0484,29,72.02,2026-04-30T04:36:50.726872
SPERF-00002286,SUP-0077,6,2023,51,48,0.96,0.944,0.0477,59,84.52,2026-04-30T04:36:50.726872
SPERF-00002287,SUP-0077,7,2023,27,20,0.756,0.889,0.0487,36,74.18,2026-04-30T04:36:50.726872
SPERF-00002288,SUP-0077,8,2023,64,50,0.792,0.891,0.0078,51,85.92,2026-04-30T04:36:50.726872
SPERF-00002289,SUP-0077,9,2023,74,61,0.833,0.861,0.0217,25,83.03,2026-04-30T04:36:50.726872
SPERF-00002290,SUP-0077,10,2023,30,22,0.757,0.949,0.0127,32,85.32,2026-04-30T04:36:50.726872
SPERF-00002291,SUP-0077,11,2023,64,61,0.96,0.966,0.0149,20,93.49,2026-04-30T04:36:50.726872
SPERF-00002292,SUP-0077,12,2023,48,41,0.87,0.988,0.0342,29,85.83,2026-04-30T04:36:50.726872
SPERF-00002293,SUP-0077,1,2024,45,44,0.986,0.979,0.046,39,87.2,2026-04-30T04:36:50.726872
SPERF-00002294,SUP-0077,2,2024,50,45,0.908,0.975,0.0338,3,86.99,2026-04-30T04:36:50.726872
SPERF-00002295,SUP-0077,3,2024,72,58,0.814,0.985,0.0115,60,89.16,2026-04-30T04:36:50.726872
SPERF-00002296,SUP-0077,4,2024,31,29,0.947,0.821,0.0447,53,80.44,2026-04-30T04:36:50.726872
SPERF-00002297,SUP-0077,5,2024,28,20,0.733,0.856,0.0013,10,83.95,2026-04-30T04:36:50.726872
SPERF-00002298,SUP-0077,6,2024,30,27,0.916,0.956,0.0174,29,90.75,2026-04-30T04:36:50.726872
SPERF-00002299,SUP-0077,7,2024,6,5,0.881,0.862,0.0114,30,87.56,2026-04-30T04:36:50.726872
SPERF-00002300,SUP-0077,8,2024,37,27,0.755,0.886,0.0096,6,83.81,2026-04-30T04:36:50.726872
SPERF-00002301,SUP-0077,9,2024,62,46,0.747,0.807,0.0369,14,73.9,2026-04-30T04:36:50.726872
SPERF-00002302,SUP-0077,10,2024,21,17,0.835,0.931,0.0281,30,83.96,2026-04-30T04:36:50.726872
SPERF-00002303,SUP-0077,11,2024,54,47,0.874,0.868,0.0294,57,82.99,2026-04-30T04:36:50.726872
SPERF-00002304,SUP-0077,12,2024,16,14,0.895,0.984,0.0191,45,90.46,2026-04-30T04:36:50.726872
SPERF-00002305,SUP-0077,1,2025,53,38,0.734,0.864,0.0154,25,80.75,2026-04-30T04:36:50.726872
SPERF-00002306,SUP-0077,2,2025,12,9,0.759,0.954,0.0369,24,79.53,2026-04-30T04:36:50.726872
SPERF-00002307,SUP-0077,3,2025,14,13,0.95,0.818,0.0324,55,83.53,2026-04-30T04:36:50.726872
SPERF-00002308,SUP-0077,4,2025,22,20,0.925,0.924,0.0025,43,93.72,2026-04-30T04:36:50.726872
SPERF-00002309,SUP-0077,5,2025,19,14,0.749,0.948,0.0122,16,85.09,2026-04-30T04:36:50.726872
SPERF-00002310,SUP-0077,6,2025,62,45,0.727,0.821,0.0409,32,72.59,2026-04-30T04:36:50.726872
SPERF-00002311,SUP-0078,1,2023,20,18,0.902,0.988,0.0186,57,91.01,2026-04-30T04:36:50.726872
SPERF-00002312,SUP-0078,2,2023,35,32,0.915,0.812,0.0219,15,84.55,2026-04-30T04:36:50.726872
SPERF-00002313,SUP-0078,3,2023,62,57,0.934,0.973,0.0428,31,85.71,2026-04-30T04:36:50.726872
SPERF-00002314,SUP-0078,4,2023,7,5,0.716,0.884,0.0178,55,80.13,2026-04-30T04:36:50.726872
SPERF-00002315,SUP-0078,5,2023,66,57,0.864,0.951,0.042,60,82.34,2026-04-30T04:36:50.726872
SPERF-00002316,SUP-0078,6,2023,18,13,0.728,0.951,0.0089,39,85.18,2026-04-30T04:36:50.726872
SPERF-00002317,SUP-0078,7,2023,59,48,0.821,0.832,0.0061,29,85.43,2026-04-30T04:36:50.726872
SPERF-00002318,SUP-0078,8,2023,42,41,0.987,0.925,0.0218,32,91.4,2026-04-30T04:36:50.726872
SPERF-00002319,SUP-0078,9,2023,15,12,0.812,0.973,0.0461,4,80.01,2026-04-30T04:36:50.726872
SPERF-00002320,SUP-0078,10,2023,38,35,0.935,0.986,0.009,50,94.66,2026-04-30T04:36:50.726872
SPERF-00002321,SUP-0078,11,2023,44,37,0.849,0.94,0.0089,43,89.64,2026-04-30T04:36:50.726872
SPERF-00002322,SUP-0078,12,2023,58,42,0.739,0.868,0.0341,29,76.41,2026-04-30T04:36:50.726872
SPERF-00002323,SUP-0078,1,2024,39,27,0.711,0.802,0.0114,11,78.66,2026-04-30T04:36:50.726872
SPERF-00002324,SUP-0078,2,2024,23,22,0.962,0.869,0.0258,33,87.44,2026-04-30T04:36:50.726872
SPERF-00002325,SUP-0078,3,2024,23,22,0.974,0.847,0.0287,55,86.43,2026-04-30T04:36:50.726872
SPERF-00002326,SUP-0078,4,2024,39,29,0.745,0.988,0.0056,40,87.98,2026-04-30T04:36:50.726872
SPERF-00002327,SUP-0078,5,2024,63,61,0.979,0.849,0.0074,45,92.03,2026-04-30T04:36:50.726872
SPERF-00002328,SUP-0078,6,2024,13,12,0.935,0.892,0.0206,47,88.47,2026-04-30T04:36:50.726872
SPERF-00002329,SUP-0078,7,2024,33,26,0.796,0.904,0.0113,60,85.66,2026-04-30T04:36:50.726872
SPERF-00002330,SUP-0078,8,2024,21,16,0.793,0.895,0.0088,43,85.84,2026-04-30T04:36:50.726872
SPERF-00002331,SUP-0078,9,2024,18,14,0.803,0.844,0.0051,60,85.39,2026-04-30T04:36:50.726872
SPERF-00002332,SUP-0078,10,2024,23,22,0.969,0.818,0.0151,48,88.61,2026-04-30T04:36:50.726872
SPERF-00002333,SUP-0078,11,2024,57,47,0.832,0.927,0.0286,56,83.57,2026-04-30T04:36:50.726872
SPERF-00002334,SUP-0078,12,2024,63,56,0.893,0.905,0.0109,28,89.67,2026-04-30T04:36:50.726872
SPERF-00002335,SUP-0078,1,2025,43,42,0.989,0.885,0.0491,26,83.26,2026-04-30T04:36:50.726872
SPERF-00002336,SUP-0078,2,2025,47,45,0.976,0.808,0.0037,3,91.39,2026-04-30T04:36:50.726872
SPERF-00002337,SUP-0078,3,2025,55,49,0.892,0.85,0.0478,45,78.48,2026-04-30T04:36:50.726872
SPERF-00002338,SUP-0078,4,2025,38,34,0.91,0.817,0.0124,31,86.9,2026-04-30T04:36:50.726872
SPERF-00002339,SUP-0078,5,2025,35,30,0.858,0.962,0.0028,28,92.29,2026-04-30T04:36:50.726872
SPERF-00002340,SUP-0078,6,2025,13,10,0.827,0.925,0.0067,51,88.78,2026-04-30T04:36:50.726872
SPERF-00002341,SUP-0079,1,2023,64,48,0.765,0.856,0.0012,42,85.26,2026-04-30T04:36:50.726872
SPERF-00002342,SUP-0079,2,2023,38,28,0.744,0.924,0.0129,47,83.88,2026-04-30T04:36:50.726872
SPERF-00002343,SUP-0079,3,2023,79,67,0.853,0.812,0.0326,9,79.39,2026-04-30T04:36:50.726872
SPERF-00002344,SUP-0079,4,2023,40,31,0.775,0.949,0.0203,18,84.14,2026-04-30T04:36:50.726872
SPERF-00002345,SUP-0079,5,2023,34,24,0.735,0.921,0.0444,46,75.53,2026-04-30T04:36:50.726872
SPERF-00002346,SUP-0079,6,2023,43,37,0.871,0.939,0.0052,14,91.41,2026-04-30T04:36:50.726872
SPERF-00002347,SUP-0079,7,2023,6,4,0.799,0.942,0.0471,54,78.16,2026-04-30T04:36:50.726872
SPERF-00002348,SUP-0079,8,2023,58,53,0.916,0.873,0.0427,23,81.52,2026-04-30T04:36:50.726872
SPERF-00002349,SUP-0079,9,2023,39,37,0.97,0.812,0.0234,55,86.37,2026-04-30T04:36:50.726872
SPERF-00002350,SUP-0079,10,2023,61,50,0.83,0.829,0.0075,3,85.34,2026-04-30T04:36:50.726872
